Orthogroup	Acaulospora-colombiana-protein	Acaulospora-morrowiae-protein	Ambispora-gerdemannii-protein	Ambispora-leptoticha-protein	Cetraspora-pellucida-protein	Claroideoglomus-candidum-CCK-protein	Claroideoglomus-lamellosum-protein	Dentiscutata-heterogama-protein	Diversispora-eburnea-protein	Diversispora-epigaea-protein	Diversispora-erythropus-protein	Funneliformis-caledonium-protein	Funneliformis-mosseae-protein	Geosiphon-pyriformis-protein	Gigaspora-margarita-BEG34-protein	Gigaspora-rosea-FL-protein	Innospora-majewskii-protein	Paraglomus-brasilianum-protein	Paroglomus-occultum-protein	Racocetra-persica-protein	Rhizophagus-cerebriforme-protein	Rhizophagus-clarus-protein	Rhizophagus-diaphanus-protein	Rhizophagus-fulgida-protein	Rhizophagus-irregularis-protein	Scutellospora-calospora-protein	Septoglomus-turnauae-protein
OG0056986													CAG8544221.1														
OG0056987													CAG8544562.1														
OG0056988													CAG8544588.1														
OG0056989													CAG8544737.1														
OG0056990													CAG8544765.1														
OG0056991													CAG8544804.1														
OG0056992													CAG8545768.1														
OG0056993													CAG8546338.1														
OG0056994													CAG8547307.1														
OG0056995													CAG8547388.1														
OG0056996													CAG8547407.1														
OG0056997													CAG8547424.1														
OG0056998													CAG8547484.1														
OG0056999													CAG8547615.1														
OG0057000													CAG8547829.1														
OG0057001													CAG8549073.1														
OG0057002													CAG8549108.1														
OG0057003													CAG8549429.1														
OG0057004													CAG8549802.1														
OG0057005													CAG8550193.1														
OG0057006													CAG8550346.1														
OG0057007													CAG8550705.1														
OG0057008													CAG8550723.1														
OG0057009													CAG8550814.1														
OG0057010													CAG8550906.1														
OG0057011													CAG8551132.1														
OG0057012													CAG8551294.1														
OG0057013													CAG8552493.1														
OG0057014													CAG8552602.1														
OG0057015													CAG8553072.1														
OG0057016													CAG8553299.1														
OG0057017													CAG8553574.1														
OG0057018													CAG8553603.1														
OG0057019													CAG8553770.1														
OG0057020													CAG8554158.1														
OG0057021													CAG8554988.1														
OG0057022													CAG8555095.1														
OG0057023													CAG8556248.1														
OG0057024													CAG8556348.1														
OG0057025													CAG8556909.1														
OG0057026													CAG8557144.1														
OG0057027													CAG8557205.1														
OG0057028													CAG8557764.1														
OG0057029													CAG8557814.1														
OG0057030													CAG8557833.1														
OG0057031													CAG8557943.1														
OG0057032													CAG8558469.1														
OG0057033													CAG8558836.1														
OG0057034													CAG8559414.1														
OG0057035													CAG8559480.1														
OG0057036													CAG8559715.1														
OG0057037													CAG8559742.1														
